clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
2,475,0,0,1,0,0,0,0,1,0,0,0,0,-1.0376694318640987,0.1181740007523599,-1.5371452897501228,-1.2397022451632713,-1.2238580265219912,-1.1306873051084416
1,4533,0,0,0,0,1,0,0,0,0,0,1,0,0.6709918642693631,-0.37293974317014555,0.6928903453996215,0.8527582130967025,0.9006761924527731,0.7613908294253301
1,5088,0,0,0,0,1,0,1,0,0,0,0,0,0.7960158615474209,0.5391286384002253,1.1388974724295704,0.8616245709706852,0.9006761924527731,0.8813112745718366
1,4200,0,0,0,1,0,0,0,0,0,1,0,0,0.9418771917051556,-0.864053487092656,1.5849045994595192,1.101016233568224,1.0524286366652562,0.8813112745718366
4,1984,0,0,0,1,0,0,0,0,1,0,0,0,-0.45422411123316064,-0.16246242434621536,0.24688321836967267,-0.2821355947731139,-0.34012320434341325,-0.3045686829880625
2,756,0,0,1,0,0,1,0,0,0,0,0,0,-0.9959947661047459,0.6794468509495154,-0.19912390866027618,-1.2042368136673396,-1.241711255252872,-1.0773893294877719
3,1107,0,0,1,0,0,0,0,1,0,0,0,0,-0.8084587701876588,-0.4430988494447906,-0.645131035690225,-0.7963843514641243,-0.8310869944426234,-0.7975749574792566
2,1866,0,0,0,0,1,0,0,0,0,0,0,1,-0.16250145091769158,-0.4430988494447906,-0.19912390866027618,0.01932057294230591,0.06157444210139525,-0.011429817074379971
2,11105,0,0,1,0,0,0,0,0,1,0,0,0,1.5044851794564174,-1.004371699641946,-0.19912390866027618,1.5443341272673712,1.588025498591667,1.3076950795371927
2,1859,0,0,1,0,0,0,1,0,0,0,0,0,-0.32920011395510235,0.6794468509495154,-0.19912390866027618,-0.16687294241133577,-0.23300383195813093,-0.1180257683157187
2,744,0,0,1,0,0,0,1,0,0,0,0,0,-0.9334827674657169,-0.0923033180715703,-1.091138162720174,-1.0446423719356468,-1.036399124847747,-0.9707933782464326
2,5798,0,0,1,0,0,0,1,0,0,0,0,0,0.5459678669913048,-0.0923033180715703,-0.645131035690225,0.7286292028609408,0.76677697697117,0.681443865994325
4,696,0,0,0,0,1,0,0,0,1,0,0,0,-0.8918081017063642,-2.407553825134827,2.030911726489468,-0.8939142880779369,-0.8757200662698241,-1.0374158477722701
1,4170,0,0,0,1,0,0,0,0,1,0,0,0,0.42094386971324654,0.6794468509495154,0.6928903453996215,0.5601684032552654,0.5079051603734046,0.5748479147529862
4,1828,0,0,1,0,0,0,0,0,0,1,0,0,-0.37087477971445515,0.048014894477714835,-1.5371452897501228,-0.20233837390726755,-0.1794441457654894,-0.17132374393638836
4,1050,0,0,1,0,0,0,0,1,0,0,0,0,-0.829296103067335,0.6794468509495154,-1.091138162720174,-0.8584488565820052,-0.8846466806352641,-0.7442769818585869
3,2690,0,0,0,0,1,0,0,0,1,0,0,0,-0.18333878379736795,-0.3027806368955055,0.6928903453996215,-0.007278500679643126,0.02586798463963448,-0.02475431097954709
4,3066,0,0,1,0,0,0,0,0,0,0,1,0,-0.058314786519309686,-0.2326215306208604,-0.645131035690225,0.1523159410520503,0.17762042885211757,0.12181512197729417
2,4842,0,0,0,1,0,0,0,0,0,1,0,0,0.6501545313896867,-2.3373947188601822,1.1388974724295704,1.0123526548283952,0.9810157217417347,0.6148213964684882
1,5310,0,0,0,1,0,0,0,0,0,0,1,0,1.7962078397718861,-1.2148490184658762,0.6928903453996215,1.6861958532510983,1.6326585704188679,1.3609930551578624
1,4321,0,1,0,0,0,0,0,1,0,0,0,0,0.5042932012319521,1.7318334450691764,-0.645131035690225,0.5867674768772136,0.5614648465660461,0.7347418416149947
3,1754,0,0,0,1,0,0,0,1,0,0,0,0,-0.475061444112837,-1.004371699641946,0.24688321836967267,-0.2910019526470966,-0.25978367505445094,-0.3578666586087322
3,4770,0,0,1,0,0,0,1,0,0,0,0,0,0.212570540916483,0.6794468509495154,-0.645131035690225,0.3651085300276402,0.4007857879881222,0.4282784817961444
3,773,0,0,1,0,0,0,0,0,0,1,0,0,-0.7876214373079824,0.5391286384002253,-0.19912390866027618,-0.8584488565820052,-0.8221603800771834,-0.7309524879534192
6,730,0,0,1,0,0,0,0,0,0,1,0,0,-0.9751574332250695,-0.16246242434621536,-0.645131035690225,-1.1244395928014932,-1.1078120397712687,-1.0507403416774372
1,5407,0,0,1,0,0,0,0,0,1,0,0,0,0.6293171985100103,0.5391286384002253,-1.091138162720174,0.781827350104839,0.8292632775292516,0.8146888050459997
6,461,0,0,1,0,0,0,0,0,0,0,0,1,-1.0168320989844222,0.46896953212558024,-1.5371452897501228,-1.248568603037254,-1.232784640887432,-1.1173628112032739
3,5498,0,0,0,1,0,0,0,0,0,1,0,0,0.5668051998709812,0.46896953212558024,0.6928903453996215,0.7108964871129754,0.6507309902204477,0.681443865994325
2,1551,0,0,0,1,0,0,1,0,0,0,0,0,-0.5167361098721895,-0.37293974317014555,0.6928903453996215,-0.42399732075684105,-0.40260950490149405,-0.42448912813456896
5,1764,0,0,0,1,0,0,0,0,0,0,0,1,-0.20417611667704433,-0.7938943808180109,0.24688321836967267,0.0015878571943404114,0.07942767083227605,-0.05140329878988192
4,13605,0,0,1,0,0,0,0,0,1,0,0,0,1.8795571712905916,0.8197650634988005,-0.19912390866027618,1.6507304217551664,1.596952112957107,1.6141584393560435
4,487,0,0,1,0,0,0,0,0,0,0,0,1,-0.8918081017063642,0.6092877446748703,-0.19912390866027618,-1.0535087298096297,-1.036399124847747,-0.917495402625763
3,1554,0,0,1,0,0,0,1,0,0,0,0,0,-0.6209227742705714,-0.0923033180715703,-0.645131035690225,-0.5569926888665854,-0.5365087203830972,-0.5177605854707411
2,827,0,0,1,0,0,1,0,0,0,0,0,0,-0.9334827674657169,-0.6535761682687258,-1.091138162720174,-1.009176940439715,-1.045325739213188,-1.0107668599619353
2,1840,0,0,1,0,0,1,0,0,0,0,0,0,-0.5167361098721895,-0.5834170619940807,-0.19912390866027618,-0.38853188926090926,-0.36690304743973323,-0.4111646342294018
3,1963,0,0,0,1,0,1,0,0,0,0,0,0,-0.49589877699251317,-0.4430988494447906,0.24688321836967267,-0.3796655313869265,-0.34904981870885327,-0.384515646419067
2,1578,0,0,0,0,1,1,0,0,0,0,0,0,-0.49589877699251317,0.5391286384002253,0.24688321836967267,-0.4417300365048065,-0.41153611926693484,-0.344542164703565
4,921,0,0,1,0,0,0,0,0,1,0,0,0,-0.7876214373079824,0.048014894477714835,-0.645131035690225,-0.8229834250860734,-0.7953805369808625,-0.7442769818585869
3,3077,0,0,0,1,0,1,0,0,0,0,0,0,-0.18333878379736795,-1.004371699641946,2.030911726489468,0.02818693081628866,-0.03661831591844628,-0.1180257683157187
5,575,0,0,0,0,1,0,1,0,0,0,0,0,-1.1001814305031277,-2.1970765063108924,1.5849045994595192,-1.2929003924071694,-1.2774177127146327,-1.3705281954014552
3,5069,0,0,0,1,0,0,0,0,0,1,0,0,0.42094386971324654,-1.4954854435644516,0.6928903453996215,0.7197628449869581,0.6596576045858876,0.4549274696064793
1,4154,0,0,0,1,0,0,0,0,1,0,0,0,0.4417812025929229,-1.1446899121912313,0.6928903453996215,0.6399656241211118,0.5882446896623661,0.4282784817961444
6,1636,0,0,0,1,0,0,0,0,0,0,1,0,-0.45422411123316064,0.6092877446748703,0.6928903453996215,-0.4062646050088755,-0.375829661805174,-0.3045686829880625
6,9471,0,1,0,0,0,0,0,0,0,0,1,0,1.4836478465767409,1.5915152325198862,1.1388974724295704,1.3581406119137294,1.3202270676284615,1.4542645124940345
2,647,0,0,1,0,0,0,0,0,0,1,0,0,-0.9543201003453932,-0.16246242434621536,-1.091138162720174,-1.0623750876836124,-1.054252353578628,-0.9974423660567675
1,15897,0,0,0,1,0,0,0,0,1,0,0,0,2.92142381527441,-0.9342125933673011,1.1388974724295704,2.404370841043716,2.3467877196540825,2.053866738226568
4,9046,0,0,0,0,1,0,0,0,0,1,0,0,1.191925186261272,0.18833310702700495,0.6928903453996215,1.1985461701820368,1.2398875383395,1.1478011526751848
4,951,0,0,1,0,0,0,1,0,0,0,0,0,-0.829296103067335,0.32865131957629506,0.24688321836967267,-0.8939142880779369,-0.8846466806352641,-0.7975749574792566
1,4270,0,0,1,0,0,0,0,0,0,0,1,0,0.5459678669913048,0.048014894477714835,-0.19912390866027618,0.7463619186089071,0.7757035913366099,0.7080928538046605
3,4861,1,0,0,0,0,0,0,0,0,1,0,0,0.42094386971324654,2.152788082717037,2.030911726489468,0.4360393930195038,0.3561527161609215,0.6148213964684882
2,5382,0,0,1,0,0,0,0,0,0,1,0,0,0.7126665300287154,0.3988104258509352,-0.645131035690225,0.8527582130967025,0.9274560355490931,0.8679867806666695
4,990,0,0,1,0,0,0,0,1,0,0,0,0,-0.9751574332250695,-1.2850081247405214,-0.645131035690225,-1.0535087298096297,-1.0899588110403888,-1.1040383172981068
3,6887,0,0,0,0,1,0,0,0,0,1,0,0,0.85852786018645,-1.1446899121912313,-0.19912390866027618,1.021219012702378,1.105988322857897,0.8280132989511669
7,1865,0,0,0,0,1,0,0,0,1,0,0,0,-0.6417601071502478,-1.4253263372898066,-0.645131035690225,-0.5037945416226873,-0.4829490341904556,-0.5977075489017456
2,3832,0,0,0,0,1,0,0,0,0,0,1,0,0.4417812025929229,0.18833310702700495,0.24688321836967267,0.6222329083731455,0.6596576045858876,0.6148213964684882
2,4914,0,1,0,0,0,0,0,0,0,0,1,0,0.7751785286677445,1.310878807421311,1.5849045994595192,0.8261591394747535,0.8114100487983708,0.9212847562873391
1,4672,0,0,0,1,0,1,0,0,0,0,0,0,0.4417812025929229,-2.407553825134827,0.6928903453996215,0.8350254973487362,0.8024834344329308,0.4549274696064793
6,1103,0,0,1,0,0,0,1,0,0,0,0,0,-0.8918081017063642,-0.16246242434621536,-0.645131035690225,-1.009176940439715,-0.9739128242896664,-0.9308198965309307
1,5429,0,1,0,0,0,0,0,0,0,1,0,0,1.0669011889832138,1.6616743387945263,-0.19912390866027618,1.0389517284503442,0.9899423361071746,1.1611256465803519
1,9730,0,0,0,1,0,0,0,0,1,0,0,0,1.733695841132857,0.5391286384002253,-0.19912390866027618,1.632997706007201,1.6148053416879877,1.574184957640541
1,18304,0,0,1,0,0,0,0,0,0,1,0,0,3.129797144071173,-0.0923033180715703,-0.645131035690225,2.4398362725396483,2.489613549501126,2.2670586407092466
2,1651,0,1,0,0,0,0,0,0,0,0,1,0,-0.18333878379736795,1.310878807421311,2.476918853519417,-0.10480843729345495,-0.08125138774564784,0.0551926524514574
2,2951,0,0,1,0,0,0,0,0,0,1,0,0,0.02503454499939583,0.3988104258509352,0.24688321836967267,0.19664773042196484,0.20440027194843835,0.2284110732186335
3,1845,0,0,0,1,0,1,0,0,0,0,0,0,-0.6209227742705714,0.25849221330165,0.24688321836967267,-0.5747254046145509,-0.6257748640374987,-0.5310850793759083
1,5106,1,0,0,0,0,0,0,0,1,0,0,0,1.1294131876222429,2.082628976442397,-1.091138162720174,1.1542143808121224,1.105988322857897,1.3210195734423609
5,963,0,0,0,1,0,0,0,0,1,0,0,0,-0.7876214373079824,-0.0923033180715703,1.1388974724295704,-0.8229834250860734,-0.7864539226154226,-0.757601475763754
3,509,0,0,1,0,0,0,0,0,0,0,1,0,-0.9334827674657169,-0.4430988494447906,-0.19912390866027618,-1.0446423719356468,-1.0274725104823073,-0.9974423660567675
4,391,0,0,0,0,1,0,1,0,0,0,0,0,-1.1835307620218332,0.7496059572241555,-1.091138162720174,-1.6386883494925037,-1.63448228733224,-1.4637996527376267
2,14811,0,0,0,0,1,0,0,0,0,0,1,0,2.5255144905605587,0.7496059572241555,1.1388974724295704,2.0053847367144844,2.0611360599599964,1.987244268700731
7,814,0,0,1,0,0,0,0,0,0,1,0,0,-0.9959947661047459,0.32865131957629506,-1.5371452897501228,-1.2042368136673396,-1.1792249546947904,-1.0773893294877719
2,500,0,1,0,0,0,0,0,1,0,0,0,0,-1.0376694318640987,1.310878807421311,-1.091138162720174,-1.2840340345331858,-1.2506378696183118,-1.0640648355826043
5,832,0,0,1,0,0,0,0,0,0,1,0,0,-0.8709707688266878,0.3988104258509352,-1.8493502786710883,-0.955978793195817,-0.9292797524624649,-0.8375484391947585
4,942,0,0,0,1,0,0,1,0,0,0,0,0,-1.0168320989844222,-1.2148490184658762,0.6928903453996215,-1.159905024297425,-1.206004797791111,-1.1973097746342785
3,911,0,0,1,0,0,1,0,0,0,0,0,0,-1.0376694318640987,0.6092877446748703,-0.645131035690225,-1.2574349609112376,-1.2952709414455126,-1.1306873051084416
3,1559,0,0,1,0,0,0,1,0,0,0,0,0,-0.6209227742705714,0.18833310702700495,-0.645131035690225,-0.5924581203625172,-0.5632885634794179,-0.5177605854707411
2,1160,1,0,0,0,0,0,0,0,1,0,0,0,-0.600085441390895,1.9423107638931065,-0.645131035690225,-0.5924581203625172,-0.6436280927683795,-0.384515646419067
3,6221,0,0,0,0,1,0,1,0,0,0,0,0,0.4417812025929229,0.8197650634988005,0.24688321836967267,0.5690347611292482,0.6596576045858876,0.668119372089158
6,878,0,0,0,1,0,0,0,0,0,1,0,0,-1.0376694318640987,0.3988104258509352,0.24688321836967267,-1.248568603037254,-1.2863443270800727,-1.1440117990136087
0,5696,1,0,0,0,0,0,0,0,0,0,1,0,2.5255144905605587,-4.091372375726284,2.922925980549366,2.4398362725396483,2.373567562750404,1.5608604637353738
1,4010,0,0,0,0,1,0,1,0,0,0,0,0,0.5251305341116285,-0.02214421179692524,0.6928903453996215,0.7020301292389918,0.75785036260573,0.668119372089158
1,5544,0,1,0,0,0,0,1,0,0,0,0,0,0.8376905273067736,1.1004014885973759,-1.091138162720174,0.8882236445926343,0.9274560355490931,0.9745827319080076
1,8471,0,0,1,0,0,0,0,0,0,1,0,0,1.4628105136970646,0.46896953212558024,0.24688321836967267,1.3847396855356784,1.3648601394556623,1.334344067347528
1,1805,0,0,0,0,1,0,0,0,0,0,0,1,-0.18333878379736795,-0.7237352745433658,1.5849045994595192,0.01932057294230591,0.07050105646683526,-0.0380788048847148
3,945,0,0,0,1,0,0,0,1,0,0,0,0,-0.7876214373079824,0.1181740007523599,0.24688321836967267,-0.8229834250860734,-0.8667934519043841,-0.7709259696689217
3,1781,0,0,1,0,0,0,1,0,0,0,0,0,-0.600085441390895,0.46896953212558024,-0.19912390866027618,-0.5303936152446364,-0.5632885634794179,-0.4644626098500715
6,1979,0,0,0,0,1,0,0,0,0,1,0,0,-0.45422411123316064,1.1004014885973759,-1.091138162720174,-0.4062646050088755,-0.375829661805174,-0.2512707073673929
2,1777,0,0,0,1,0,0,0,1,0,0,0,0,-0.37087477971445515,0.8899241697734456,0.6928903453996215,-0.26440287902514836,-0.3044167468816525,-0.17132374393638836
4,7636,0,0,0,0,1,0,0,0,0,0,0,1,1.2752745177799771,-1.6358036561137417,0.6928903453996215,1.429071474905593,1.4719795118409447,1.1078276709596824
3,1940,0,0,0,0,1,0,0,0,0,0,0,1,-0.20417611667704433,1.0302423823227358,1.5849045994595192,-0.09594207941947219,-0.1258844595728486,0.0018946768307877403
3,14182,0,0,1,0,0,0,0,0,0,1,0,0,2.546351823440235,0.6092877446748703,-0.19912390866027618,2.02311745246245,1.9986497594019155,1.9472707869852286
3,829,0,0,1,0,0,1,0,0,0,0,0,0,-0.9334827674657169,-0.5834170619940807,-0.19912390866027618,-1.0801078034315788,-1.054252353578628,-1.0374158477722701
7,597,0,1,0,0,0,0,1,0,0,0,0,0,-1.1210187633828042,-1.4954854435644516,1.5849045994595192,-1.4170294026429302,-1.402390313830795,-1.4238261710221243
6,18777,0,0,0,0,1,0,0,1,0,0,0,0,1.4836478465767409,0.6092877446748703,0.6928903453996215,1.4202051170316103,1.3470069107247824,1.3609930551578624
2,1364,0,1,0,0,0,0,0,1,0,0,0,0,-0.475061444112837,1.0302423823227358,-1.091138162720174,-0.4151309628828583,-0.375829661805174,-0.2645952012725606
1,2234,0,0,0,1,0,0,0,1,0,0,0,0,-0.20417611667704433,-1.5656445498390967,0.24688321836967267,0.08138507806018673,-0.009838472822126295,-0.13135026222088642
3,7608,0,0,1,0,0,0,0,0,1,0,0,0,0.6501545313896867,0.18833310702700495,-0.645131035690225,0.8172927816007707,0.7935568200674907,0.7747153233304972
1,925,0,1,0,0,0,1,0,0,0,0,0,0,-0.6209227742705714,1.381037913695956,1.1388974724295704,-0.5658590467405682,-0.6347014784029394,-0.42448912813456896
3,4602,0,0,1,0,0,0,0,0,0,0,0,1,0.5668051998709812,-0.0923033180715703,-0.5113288975812417,0.7286292028609408,0.76677697697117,0.668119372089158
3,2352,0,1,0,0,0,0,0,0,0,1,0,0,-0.20417611667704433,-1.8462809749376718,3.3689331075793145,0.10798415168213499,0.016941370274194484,-0.14467475612605352
3,5701,0,1,0,0,0,0,0,0,1,0,0,0,0.4417812025929229,1.521356126245241,-1.5371452897501228,0.5690347611292482,0.5168317747388446,0.681443865994325
4,1076,0,0,1,0,0,0,0,1,0,0,0,0,-0.8084587701876588,0.18833310702700495,-0.645131035690225,-0.8141170672120907,-0.8578668375389441,-0.757601475763754
1,4194,0,0,0,0,1,0,0,0,1,0,0,0,0.3167572053148647,0.6092877446748703,0.24688321836967267,0.3917076036495893,0.4454188598153238,0.4549274696064793
1,4198,0,0,0,1,0,0,0,0,1,0,0,0,0.5251305341116285,0.048014894477714835,1.1388974724295704,0.6754310556170435,0.6507309902204477,0.6148213964684882
1,14416,0,0,1,0,0,0,0,0,0,0,1,0,2.963098481033763,0.6794468509495154,1.5849045994595192,2.2891081886819387,2.230741732903361,2.20043617118341
0,6038,0,0,0,1,0,0,0,0,0,1,0,0,1.4836478465767409,0.1181740007523599,0.24688321836967267,1.4734032642755075,1.436273054379184,1.3609930551578624
2,5951,0,0,0,1,0,0,1,0,0,0,0,0,0.5251305341116285,0.5391286384002253,0.6928903453996215,0.6842974134910264,0.6239511471241269,0.668119372089158
3,16817,0,0,1,0,0,0,0,0,1,0,0,0,1.9003945041702681,0.048014894477714835,-0.19912390866027618,1.748260358368979,1.6683650278806286,1.5875094515457093
3,982,0,0,1,0,0,1,0,0,0,0,0,0,-0.829296103067335,-0.0923033180715703,-0.19912390866027618,-0.9027806459519198,-0.8578668375389441,-0.8242239452895914
1,15235,0,0,0,1,0,0,0,0,0,0,1,0,2.754725152236999,-0.7938943808180109,0.6928903453996215,2.280241830807956,2.266448190365121,1.9739197747955628
1,16041,0,0,0,0,1,0,0,0,0,0,1,0,3.08812247831182,0.8197650634988005,-0.19912390866027618,2.315707262303887,2.391420791481284,2.307032122424748
3,15083,0,0,0,0,1,0,0,0,0,0,1,0,2.4630024919215296,0.6794468509495154,1.1388974724295704,1.925587515848638,1.9897231450364756,1.9206217991748944
5,530,0,0,0,0,1,0,1,0,0,0,0,0,-1.1835307620218332,-0.16246242434621536,0.6928903453996215,-1.5766238443746228,-1.5630693724087183,-1.4637996527376267
2,675,0,0,0,1,0,0,1,0,0,0,0,0,-1.0376694318640987,-1.3551672310151663,1.1388974724295704,-1.221969529415306,-1.2684910983491926,-1.2639322441601157
6,745,0,0,0,0,1,0,0,0,0,1,0,0,-0.9334827674657169,-1.1446899121912313,2.030911726489468,-1.0712414455575958,-1.036399124847747,-1.0773893294877719
4,1721,0,0,0,1,0,0,0,0,1,0,0,0,-0.5584107756315423,0.46896953212558024,0.24688321836967267,-0.5037945416226873,-0.4740224198250156,-0.4111646342294018
3,16945,0,0,1,0,0,0,0,0,0,0,1,0,2.567189156319911,0.6794468509495154,-0.19912390866027618,2.0585828839583824,2.0432828312291162,2.0005687626058983
7,1312,0,0,1,0,0,0,0,1,0,0,0,0,-0.9334827674657169,-0.5834170619940807,-1.091138162720174,-1.0180432983136978,-1.0006926673859864,-0.9841178721516004
3,1815,0,0,0,1,0,0,1,0,0,0,0,0,-0.5792481085112187,0.3988104258509352,-0.19912390866027618,-0.49492818374870456,-0.5632885634794179,-0.4511381159449038
4,13079,0,0,0,1,0,0,0,0,1,0,0,0,1.5878345109751228,-1.0745308059165861,1.1388974724295704,1.5443341272673712,1.596952112957107,1.2943705856320256
7,586,0,0,1,0,0,0,0,0,0,1,0,0,-1.0793440976234514,0.8899241697734456,-1.091138162720174,-1.4081630447689475,-1.375610470734474,-1.2239587624446133
4,11206,0,0,1,0,0,0,0,0,1,0,0,0,0.9835518574645084,-0.37293974317014555,-0.19912390866027618,1.101016233568224,1.1149149372233378,0.9745827319080076
2,735,0,0,1,0,0,1,0,0,0,0,0,0,-0.8084587701876588,0.3988104258509352,-0.645131035690225,-0.8761815723299707,-0.8400136088080633,-0.757601475763754
1,2327,1,0,0,0,0,0,0,1,0,0,0,0,-0.18333878379736795,-1.1446899121912313,4.706954488669161,0.06365236231222045,-0.009838472822126295,-0.10470127441055158
4,15765,0,1,0,0,0,0,0,0,0,0,1,0,2.546351823440235,2.643901826639547,-0.19912390866027618,1.9078548001006717,1.9897231450364756,2.20043617118341
7,816,0,0,1,0,0,0,0,0,0,1,0,0,-1.0168320989844222,-1.2148490184658762,-0.19912390866027618,-1.186504097919374,-1.1792249546947904,-1.1973097746342785
2,670,0,0,1,0,0,1,0,0,0,0,0,0,-1.0376694318640987,-0.3027806368955055,-0.19912390866027618,-1.2308358872892886,-1.214931412156551,-1.1573362929187765
4,827,0,0,1,0,0,0,0,0,0,1,0,0,-0.8084587701876588,0.1181740007523599,-0.645131035690225,-0.8673152144559879,-0.8489402231735034,-0.7842504635740889
3,4550,1,0,0,0,0,0,1,0,0,0,0,0,0.23340787379615938,0.048014894477714835,3.8149402346092636,0.33850945640569197,0.32044625869916066,0.308358036649638
5,945,1,0,0,0,0,0,1,0,0,0,0,0,-1.0376694318640987,-7.529168583183842,4.260947361639213,-0.9382460774478515,-0.9917660530205464,-1.5570711100737984
2,1015,0,0,1,0,0,1,0,0,0,0,0,0,-0.8084587701876588,-0.0923033180715703,-1.091138162720174,-0.8229834250860734,-0.8489402231735034,-0.7842504635740889
1,8640,0,0,0,1,0,0,0,0,0,0,0,1,2.546351823440235,0.8899241697734456,0.24688321836967267,2.076315599706348,2.0432828312291162,2.0405422443214007
3,596,0,0,1,0,0,0,0,0,1,0,0,0,-0.9543201003453932,0.18833310702700495,-1.091138162720174,-1.1244395928014932,-1.1167386541367088,-1.0240913538671024
5,3056,0,0,0,0,1,1,0,0,0,0,0,0,-0.308362781075426,-1.2850081247405214,0.24688321836967267,-0.08707572154548944,-0.03661831591844628,-0.1979727317467232
1,5613,0,0,1,0,0,0,0,0,0,1,0,0,0.8376905273067736,0.6092877446748703,0.24688321836967267,0.897090002466617,0.9631624930108539,0.9346092501925062
5,1806,0,0,0,1,0,0,0,0,1,0,0,0,-0.6209227742705714,-0.864053487092656,2.030911726489468,-0.5215272573706536,-0.5900684065757379,-0.5977075489017456
2,3986,0,0,0,0,1,0,0,0,1,0,0,0,0.2542452066758358,0.5391286384002253,1.1388974724295704,0.40944031939755554,0.4721987029116438,0.468251963511647
6,1179,0,0,1,0,0,0,0,0,1,0,0,0,-0.7876214373079824,-0.02214421179692524,-1.091138162720174,-0.8407161408340389,-0.7953805369808625,-0.757601475763754
4,9837,0,0,0,0,1,0,0,0,1,0,0,0,1.0460638561035374,0.5391286384002253,-0.19912390866027618,1.0566844441983096,1.097061708492457,1.0678541892441797
1,5851,0,0,0,0,1,0,0,1,0,0,0,0,0.9418771917051556,-2.6180311439587576,2.476918853519417,1.2694770331739005,1.1863278521468585,0.7880398172356643
5,552,0,0,0,0,1,0,1,0,0,0,0,0,-1.162693429142157,-0.5834170619940807,0.24688321836967267,-1.5056929813827593,-1.5005830718506372,-1.4371506649272918
3,1813,0,0,1,0,0,0,1,0,0,0,0,0,-0.5584107756315423,-1.2148490184658762,-0.19912390866027618,-0.3796655313869265,-0.4383159623632548,-0.5044360915655735
3,3886,1,0,0,0,0,0,0,0,0,0,0,1,0.4417812025929229,-1.4954854435644516,2.030911726489468,0.7197628449869581,0.6775108333167684,0.4549274696064793
1,5233,0,0,0,0,1,0,0,0,0,1,0,0,0.8793651930661264,0.8197650634988005,0.6928903453996215,0.8261591394747535,0.9185294211836531,0.9079602623821708
6,1819,0,0,1,0,0,0,0,0,0,1,0,0,-0.49589877699251317,0.25849221330165,-1.5371452897501228,-0.39739824713489197,-0.375829661805174,-0.3312176707983973
2,10446,0,0,0,0,1,0,0,0,0,1,0,0,1.5253225123360936,-0.3027806368955055,-0.645131035690225,1.5000023378974565,1.5255391980335862,1.3609930551578624
1,1141,0,1,0,0,0,1,0,0,0,0,0,0,-0.6209227742705714,-3.249463100430553,2.476918853519417,-0.4417300365048065,-0.41153611926693484,-0.7176279940482521
3,667,0,0,1,0,0,0,0,0,0,0,1,0,-0.829296103067335,0.46896953212558024,-1.9831524167800716,-0.8673152144559879,-0.8578668375389441,-0.757601475763754
1,4523,0,0,0,0,1,0,0,0,0,0,0,1,0.8376905273067736,-0.37293974317014555,0.24688321836967267,0.9236890760885653,0.9720891073762946,0.8280132989511669
